# id;name;latitude;longitude;routes
3375226;Rua Lu¡z Gonzaga Rabˆlo, 226;-19.94575417;-44.18039521;315A,315B,34,415,450,830B
3375227;Avenida Arthur Trindade, 367;-19.93995562;-44.17722039;34,415,70
3375228;Avenida Arthur Trindade, 3166;-19.94047257;-44.17783956;34,415,70
3375229;Avenida Belo Horizonte, 2025;-19.94247727;-44.17960843;34,415,70
3375230;Avenida Belo Horizonte, 89;-19.94278240;-44.17960788;34,415,70
3375231;Avenida Belo Horizonte, 1848;-19.94417690;-44.17906324;34,415,70,830A
3375232;Avenida Belo Horizonte, 1775;-19.94480636;-44.17897822;34,415,70,830B
3375233;Avenida Belo Horizonte, 1632;-19.94594416;-44.17852809;315A,315B,450,70
3375234;Avenida Belo Horizonte, 1645;-19.94597179;-44.17862185;315A,315B,450,70
3375235;Avenida Belo Horizonte, 1515;-19.94722079;-44.17823161;315A,315B,450,70
3375236;Avenida Belo Horizonte, 1290;-19.94927118;-44.17750979;315A,315B,70
3375237;Avenida Belo Horizonte, 1267;-19.94948328;-44.17754788;315A,315B,70
3375238;Avenida Belo Horizonte, 1088;-19.95092166;-44.17697645;315A,315B,70
3375239;Avenida Belo Horizonte, 1111;-19.95084169;-44.17710327;315A,315B,70
3375240;Avenida Belo Horizonte, 91;-19.95262143;-44.17813706;314B,315A,70
3375241;Avenida Belo Horizonte, 880;-19.95282442;-44.17817512;314A,314B,315A,315B,70,830B
3375242;Avenida SÆo Paulo, 735;-19.94092373;-44.17593678;61,90A
3375243;Avenida SÆo Paulo, 485;-19.94341491;-44.17455781;90A
3375244;Rua SÆo Salvador, 10;-19.94575976;-44.17346375;450,830A,90A
3375245;Rua Manhua‡u, 21;-19.94756083;-44.17289519;90A
3375246;Avenida SÆo Paulo, 174;-19.94889532;-44.17328081;90A
3375247;Rua Natal, 105;-19.94939240;-44.17501800;90A
3375248;Rua SÆo Lu¡s, 405;-19.95059042;-44.17407159;314A,314B,830B,90A
3375249;Rua SÆo Lu¡s, 396;-19.95053031;-44.17413350;314A,314B,830A
3375250;Rua SÆo Lu¡s, 75;-19.94958808;-44.17130695;314A,314B,830B,90A
3375251;Avenida SÆo Paulo, 574;-19.94227026;-44.17447833;61,90A
3375252;Rua Nossa Senhora de F tima, 632;-19.94053639;-44.17056545;34,415,70
3375253;Rua Carinhanha, 32;-19.94027327;-44.16935726;34,415,70
3375254;Avenida Arthur Trindade, 571;-19.94013312;-44.16968752;34,415,70
3375255;Avenida Arthur Trindade, 463;-19.93981427;-44.17216909;34,415,70
3375256;Avenida Coletora Artur Trindade, 405;-19.93987262;-44.17262798;34,415,70
3375257;Rua Parana¡ba, 194;-19.93924791;-44.17397387;34,415,70
3375258;Avenida Coletora Artur Trindade, 228;-19.93941397;-44.17407996;34,415,70
3375259;Avenida SÆo Paulo, 706;-19.94124695;-44.17522218;61,90A
3375260;Avenida Edn‚ia Matos Lazaroti, 417;-19.93800789;-44.17780616;61,90A
3375261;Avenida Edn‚ia Matos Lazaroti, 416;-19.93790131;-44.17768192;61,90A
3375262;Rua Tocantins, 85;-19.93722368;-44.17611744;30
3375263;Rua Tocantins, 68a;-19.93700098;-44.17652379;30
3375264;Avenida Amor-Perfeito, 347;-19.93605318;-44.17041859;34
3375265;Rua Tapaj¢s, 14;-19.93529279;-44.17706056;30
3375266;Rua Tapaj¢s, 19;-19.93511433;-44.17693498;30
3375267;Avenida Amor-Perfeito, 86;-19.93852587;-44.16902252;34
3375269;Avenida Juiz Marco T£lio Isaac, 2191;-19.96029869;-44.18134297;314A,314B,414,53,830A
3375270;Avenida Juiz Marco T£lio Isaac, 4045;-19.95536549;-44.16808993;414,53
3375271;Rua Rancho Alegre, 371;-19.92840238;-44.17181337;30,34
3375272;Rua Rancho Alegre, 378;-19.92849697;-44.17195894;30,34
3375273;Rua Vinte e Nove, 645;-19.92850806;-44.16875184;34
3375274;Rua Rancho Alegre, 116a;-19.93005848;-44.17263213;30,34
3375275;Rua Rancho Alegre, 538;-19.92982156;-44.17259935;30,34
3375276;Rua Pantanal, 87;-19.92645824;-44.17684799;131,3
3375277;Rua da Divisa, 732;-19.92612966;-44.17583523;131,3
3375278;Rua Pingo de Ouro, 30;-19.92960479;-44.17534201;30
3375279;Avenida Flamboyant, 1169;-19.93087918;-44.17556297;30
3375280;Rua das Brom‚lias, 22;-19.93007395;-44.17436680;30
3375281;Rua das Brom‚lias, 61;-19.93024646;-44.17427113;30
3375282;Avenida Flamboyant, 1331;-19.93236383;-44.17547662;30
3375283;Avenida Flamboyant, 1441;-19.93214226;-44.17568149;30
3375284;Avenida Amazonas, 9933;-19.94009654;-44.23640266;830A,830B,830C
3375285;Avenida Amazonas, 5656;-19.94521633;-44.23317623;180A,180B,315B,830A,830B,830C
3375286;Avenida Amazonas, 6710;-19.94427526;-44.23267982;180A,180B,315B
3375287;Rua Serra Negra, 167;-19.94458964;-44.23229286;180A,180B,315B
3375288;Avenida Amazonas, 5551;-19.94634059;-44.23346536;180A,180B,315B,830A,830B,830C
3375289;Rua Maur¡cio de Souza Lima, 71;-19.94936135;-44.23239037;180A,180B,315B,830A,830B,830C
3375290;Rua Maur¡cio de Souza Lima, 70;-19.94952077;-44.23241588;180A,180B,315B,830A,830B,830C
3375291;Rodovia Mg 050 Chacara 1 2, 13;-19.94180416;-44.25441220;180A,180B,830A,830B,830C
3375292;Rodovia Mg 050 Chacara 1 2, 824;-19.94228906;-44.25351784;180A,180B,830A,830B,830C
3375293;Avenida Amazonas, 11303;-19.94148029;-44.24887135;180A,180B,830A,830B,830C
3375294;Rodovia Mg 050 Chacara 1 2, 576;-19.94200341;-44.24644764;180A,180B,830A,830B,830C
3375295;Rodovia Mg 050 Chacara 1 2, 576;-19.94196586;-44.24613876;180A,180B,830A,830B,830C
3375296;Rodovia Mg 050 Chacara 1 2, 386;-19.94076770;-44.24298789;180A,180B,830A,830B,830C
3375297;Rodovia Frei Orlando, 3155;-19.91841796;-44.27258320;830A
3375298;Rua Pouso Alto, 79;-19.91889414;-44.27213515;830B
3375299;Rodovia Frei Orlando, 2823;-19.92063876;-44.27145917;830A,830B
3375300;Rua Montes Claros, 120;-19.92071587;-44.27260082;830A
3375302;Rua µlvaro da Silveira, 548;-19.92067631;-44.27435097;830B,830C
3375304;Rua Montes Claros, 385;-19.92005404;-44.27487691;830A,830C
3375306;Rua Montes Claros, 550;-19.91948270;-44.27683282;830A,830C
3375309;Rua Janu ria, 98a;-19.91911296;-44.27890227;830A,830B,830C
3375310;Rua µlvaro da Silveira, 350;-19.92237056;-44.27398918;830B,830C
3375311;Rua µlvaro da Silveira, 350;-19.92236400;-44.27406582;830A,830B,830C
3375312;Rua Monte Carmelo, 910;-19.92379839;-44.27348773;830A,830B,830C
3375313;Rua Pitangui, 184;-19.92375109;-44.27344922;830B,830C
3375314;Rua Monte Carmelo, 26;-19.92405766;-44.27259862;830A,830B,830C
3375315;Rua Monte Carmelo, 26;-19.92401750;-44.27254639;830B,830C
3375316;Rua Manhua‡u, 11;-19.92549330;-44.27085122;830A,830B,830C
3375317;Rodovia Mg 060, 59;-19.92975566;-44.26911981;830A,830B,830C
3375318;MG-060, 9;-19.93310218;-44.27035034;830A,830B,830C
3375319;Rua Aimor‚s, 29;-19.93274827;-44.27037907;830A,830B,830C
3375320;Rodovia Mg 060, 61;-19.94001423;-44.27412072;180A,830A,830B,830C
3375321;Estr. para Pimentas;-19.92367866;-44.28471252;180A
3375322;Estr. para Pimentas;-19.92388993;-44.28457675;180A
3375323;Rua Principal, 287;-19.92672503;-44.29189184;180A
3375324;Rua Principal, 560;-19.92745962;-44.29339749;180A
3375325;Rua Principal, 89;-19.92902674;-44.29510596;180A
3375326;Rua Principal, 55;-19.92669962;-44.29859815;180A
3375327;Rua Principal, 88;-19.92453348;-44.30214238;180A
3375328;Rua Seis, 26;-19.93658828;-44.24226698;180A,180B
3375329;Rua Quinta Dos Godois, 18;-19.93837041;-44.24358554;180A,180B
3375330;Rua Quinta Dos Godois, 401;-19.93925218;-44.24334171;180A,180B
3375331;Rua Quinta Dos Godois, 401;-19.93930004;-44.24337581;180A,180B
3375332;Rodovia Mg 050 Chacara 1 2, 480;-19.94038137;-44.24236142;180A,180B,830A,830B,830C
3375333;Avenida Amazonas, 10000;-19.94020499;-44.23705207;830A,830B,830C
3375334;Rua Isaura Ant“nio SalomÆo, 49;-19.93481932;-44.24002222;180A,180B
3375335;Rua Isaura Ant“nio SalomÆo, 200;-19.93480114;-44.24010998;180A,180B
3375336;Rua Carmelita Boanerges, 70;-19.93496307;-44.23765917;180A,180B
3375337;Rua Carmelita Boanerges, 258;-19.93490857;-44.23772147;180A,180B
3375338;Rua Carmelita Boanerges, 379a;-19.93427518;-44.23689917;180A,180B
3375339;Rua Carmelita Boanerges, 379a;-19.93415759;-44.23685083;180A,180B
3375340;Rua Vicentina Maria da Concei‡Æo, 51;-19.93640396;-44.23549991;180A,180B
3375341;Rua Doutor Romeu Lages, 211;-19.93641841;-44.23558175;180A,180B
3375342;Rua Joaquim F‚lix da Silva, 36;-19.93621673;-44.23474231;180A,180B
3375343;Rua Joaquim F‚lix da Silva, 19;-19.93622630;-44.23464744;180A,180B
3375344;Rua JoÆo Francisco de Oliveira, 82b;-19.93620695;-44.23310560;180A,180B
3375345;Rua JoÆo Francisco de Oliveira, 82b;-19.93629597;-44.23298858;180A,180B
3375346;Rua Um, 9;-19.93662844;-44.23137422;180A,180B,315B
3375347;Rua Um, 9;-19.93663890;-44.23129410;180A,180B,315B
3375348;Rua Jose Francisco Pereira, 613;-19.93334800;-44.23300644;315B
3375349;Rua Serra Negra, 2460;-19.92205328;-44.24293614;315B
3375350;Rua Par , 84;-19.89931700;-44.28611100;830A
3375351;Avenida Bras¡lia, 21;-19.90399613;-44.27702711;830A,830B,830C
3375352;Avenida Bras¡lia, 5;-19.90395131;-44.27687481;830A,830B,830C
3375355;Rodovia Mg 060, 27;-19.90766535;-44.27169581;830A
3375356;Rua Paris, 9;-19.90748831;-44.27166221;830A,830B,830C
3375357;Rodovia Mg 060, 295;-19.91339910;-44.27155027;830A
3375358;Rodovia Mg 060, 277;-19.91365029;-44.27142539;830B
3375359;Rodovia Mg 060, 163;-19.91582804;-44.27122625;830B
3375360;Rua Josias Diniz Costa;-19.91379192;-44.21915466;260A,260B
3375361;Rua Josias Diniz Costa;-19.91390386;-44.21913477;260B
3375362;Rua Josias Diniz Costa;-19.91551534;-44.21783488;260B
3375363;Rua Josias Diniz Costa;-19.91855997;-44.21632661;260B
3375364;Rua Josias Diniz Costa;-19.91904505;-44.21610260;260A,260B
3375365;Rua Josias Diniz Costa;-19.92178592;-44.21489309;260B
3375366;Rua Josias Diniz Costa;-19.92197311;-44.21468324;260A,260B
3375367;Rodovia Mg 050 Chacara 1 2, 315;-19.94308930;-44.26956229;180A,180B,830A,830B,830C
3375368;Avenida Amazonas, 17299;-19.94752765;-44.30329855;180B
3375369;Avenida Amazonas, 17070;-19.94615317;-44.30073627;180B
3375370;Avenida Amazonas, 14947;-19.94688645;-44.28169602;180B
3375372;Rua Dama da Noite, 190;-19.94673800;-44.27847000;830B
3375373;Rua Dama da Noite, 93;-19.94701682;-44.27814617;830B
3375374;Rua Jasmim, 78;-19.94725557;-44.27745555;830B
3375375;Rua Jasmim, 78;-19.94717948;-44.27742240;830B
3375376;Rua Violeta, 212;-19.94581475;-44.27722939;830B
3375377;Rua Violeta, 212;-19.94590819;-44.27720480;830B
3375378;Rua Ipˆ, 807;-19.94533484;-44.27770242;830B
3375379;Rua Ipˆ, 831;-19.94547200;-44.27784400;830B
3375380;Rua Ipˆ, 687;-19.94443772;-44.27698059;830B
3375381;Rua Ipˆ, 695;-19.94447384;-44.27685879;830B
3375384;Rua Violeta, 22B;-19.94360875;-44.27530951;830B
3375385;Avenida Amazonas, 906;-19.94121723;-44.25758259;180A,180B,830A,830B,830C
3375386;Rua Adalia, 54;-19.94368386;-44.27534540;830B
3375387;Rua Ipˆ, 526a;-19.94420334;-44.27367873;830B
3375388;Rua Ipˆ, 510;-19.94408652;-44.27349094;830B
3375389;Rodovia Mg 050 Chacara 1 2, 400;-19.94281565;-44.26323258;180A,180B,830A,830B,830C
3375390;Rodovia Mg 050 Chacara 1 2, 400;-19.94270707;-44.26329214;180A,180B,830A,830B,830C
3375391;Rua Ary Barbosa Da Silva, 144;-19.94381817;-44.27192326;830B
3375392;Rua Ary Barbosa Da Silva, 144;-19.94393000;-44.27184600;830B
3375393;Avenida Amazonas, 44;-19.94308733;-44.27137410;180B,830B
3375394;Avenida Amazonas, 906;-19.94111355;-44.25765492;180A,180B,830A,830B,830C
3375395;Rodovia Mg 050 Chacara 1 2, 314;-19.94299218;-44.26972663;180A,180B,830A,830B,830C
3375396;Rua Jos‚ Augusto Borges, 133;-19.95738271;-44.20139988;20,260A,260B,270
3375397;Rua Jos‚fina Bento da Costa, 289;-19.95409800;-44.20273300;261
3375398;Rua Artur Trindade, 576;-19.95719209;-44.20386411;261
3375399;Rua Artur Trindade, 576;-19.95716701;-44.20379176;261
3375400;Avenida Manoel Salom‚, 69;-19.95533706;-44.20514923;261
3375401;Avenida Manoel Salom‚, 61;-19.95543213;-44.20512288;261
3375402;Rua Calif¢rnia, 195;-19.95474982;-44.20663603;261
3375403;Rua Calif¢rnia, 210;-19.95460428;-44.20654373;261
3375404;Avenida Paraguai, 160;-19.95382810;-44.20554689;261
3375405;Avenida Paraguai, 199;-19.95390063;-44.20556476;261
3375406;Rua Nordeste, 1059;-19.95360629;-44.20359179;261
3375407;Rua Doutor Silvio L“bo, 146;-19.96021708;-44.20267523;261
3375408;Rua Rita Maria de Jesus, 615;-19.95948903;-44.20366733;20,260A,260B,261,270
3375410;Rua Francisco Ricardo da Silva, 399;-19.96040559;-44.20493927;260A,260B,261,270
3375412;Rua Mamor‚, 45;-19.96975145;-44.20648893;131,210B,70,830A
3375413;Avenida Amazonas, 2201;-19.97063762;-44.21000155;131,180A,180B,210B,314B,315A,315B,34,830B,830C
3375414;Rua Tapaj¢s, 489;-19.97355733;-44.20588163;314A,314B,34
3375415;Rua Felipe dos Santos, 227;-19.96657301;-44.19373681;30
3375416;MG-060, 1273;-19.96943187;-44.20286197;131,160A,160B,180A,180B,210A,210B,260A,261,270,313,314A,314B,315A,315B,410,412,414,415,710A,710B,710C,830A,830B,830C,90A
3375419;Avenida Amazonas, 5499;-19.95025488;-44.23061768;180A,180B,315B,830A,830B,830C
3375420;Avenida Amazonas, 5225;-19.95016397;-44.22953318;180A,180B,315B,830A,830B,830C
3375421;Rua Minerva, 156;-19.95391360;-44.22989450;315A
3375423;Avenida Amazonas, 4720;-19.95386992;-44.22571666;180A,180B,315A,315B,830A,830B,830C
3375424;Avenida Amazonas, 4758;-19.95369910;-44.22568102;180A,180B,315B,830A,830B,830C
3375425;Avenida Amazonas, 4392;-19.95528462;-44.22466306;180A,180B,315A,315B,830A,830B,830C
3375426;Rua SÆo Salvador, 932;-19.95578149;-44.22347323;315A
3375427;MG-050, 4232;-19.95700256;-44.22361057;180A,180B,315B,830A,830B,830C
3375428;Avenida Amazonas, 4233;-19.95716835;-44.22371097;180A,180B,315A,315B,830A,830B,830C
3375429;Rua SÆo Salvador, 618;-19.95847519;-44.22249548;315A
3375431;MG-060, 3848;-19.96022220;-44.22286316;180A,180B,315B,830A,830B,830C
3375432;Avenida Amazonas, 3822a;-19.96058912;-44.22294539;180A,180B,315A,315B,830A,830B,830C
3375433;Rua Lu¡s Gonzaga Rabˆlo, 580;-19.96061487;-44.22206681;315A
3375434;Avenida Amazonas, 3620;-19.96236784;-44.22170057;180A,180B,315B,830A,830B,830C
3375435;Avenida Amazonas, 3567;-19.96273900;-44.22147345;180A,180B,315A,315B,830A,830B,830C
3375436;Rua SÆo Salvador, 210;-19.96195408;-44.22119591;315A
3375437;Rua Professor Melch¡ades da Costa Lage, 53;-19.96285780;-44.22000825;315A
3375438;Avenida Amazonas, 3226;-19.96470095;-44.21924681;180A,180B,315A,315B,830A,830B,830C
3375439;MG-060, 3190;-19.96456123;-44.21880437;180A,180B,315A,315B,830A,830B,830C
3375440;Avenida Contagem, 41;-19.96403065;-44.17616554;54A,54B
3375441;Rua Maria Am‚lia Macedo, 141;-19.96406467;-44.18327063;54B,830B
3375442;Avenida Manoel Pereira da Silva, 120;-19.96268080;-44.18228236;830A,830B
3375443;Avenida Manoel Pereira da Silva, 58;-19.96184868;-44.18350325;830A
3375444;Avenida Manoel Pereira da Silva, 283;-19.96121526;-44.18508917;830A
3375445;Rua Ranulfo Alves de Melo, 50a;-19.96045031;-44.18535068;54B
3375446;Rua Humberto Campos, 122;-19.96210644;-44.18479895;54B,830B
3375447;Rua Coronel Jos‚ Persilva, 384;-19.96174171;-44.18957279;314A,314B,315A,315B,412,415,53,54A,70,710C,830A,90B
3375448;Rua Rui Barbosa, 197;-19.96354024;-44.18851283;314A,314B,315A,315B,412,415,53,54A,70,710C,830A,90B
3375449;Rua de Aldebaram, 23;-19.98372885;-44.19977513;270
3375450;Rua de Canopus, 93;-19.98360351;-44.19906305;270
3375451;Rua de Canopus, 212;-19.98428169;-44.19830967;270
3375452;Rua de Canopus, 345;-19.98467169;-44.19711723;270
3375453;Rua Jos‚ de Souza Braga, 473;-19.97984815;-44.19407448;270
3375454;Rua Jos‚ de Souza Braga, 482;-19.97992571;-44.19413949;270,3
3375455;Rua Esp¡rito Santo, 896;-19.96674126;-44.21531434;315A
3375456;Avenida Amazonas, 2850;-19.96728768;-44.21532009;180A,180B,315B,830A,830B,830C
3375457;Avenida Amazonas, 2600;-19.96762713;-44.21515067;180A,180B,315A,315B,830A,830B,830C
3375459;Avenida Gabriel Passos, 394a;-19.96609675;-44.20799323;260B,710A
3375460;Rua Leozino de Oliveira, 118;-19.96716790;-44.18310814;210A,30
3375461;Rua Leozino de Oliveira, 328;-19.96909486;-44.18468550;210A,30
3375462;Rua Leozino de Oliveira, 560;-19.97064129;-44.18491723;210A,30
3375463;Rua Leozino de Oliveira, 744;-19.97210247;-44.18556141;210A,30
3375464;Rua Horizonte Belo, 171;-19.96876089;-44.19032089;210A
3375465;Rua Nalzira Ribeiro Batista, 240;-19.97139563;-44.18785961;210A
3375466;Rua Leozino de Oliveira, 918;-19.97358608;-44.18640179;210A,30
3375467;Rua Matozinhos, 563;-19.97689431;-44.16498063;710A,710B,710C
3375468;Avenida Pingo de Ouro, 297;-19.97789780;-44.16638714;710A
3375469;Avenida Pingo de Ouro, 298;-19.97800393;-44.16621755;710A
3375471;Rua Jacarand s, 241;-19.97827926;-44.16905258;710A
3375472;Rua Jacarand s, 240;-19.97839637;-44.16910249;710A
3375473;Rua Margaridas, 0;-19.97980767;-44.17104200;710A
3375474;Rua Dezessete, 0;-19.98049100;-44.17148092;710A
3375475;Rua Piedade, 1066;-19.98083994;-44.17219892;710A
3375476;Rua Piedade, 944;-19.98017286;-44.17303036;710A
3375477;Rua Trinta e Um, 0;-19.97874316;-44.17349792;710A
3375478;Rua Trinta e Um, 0;-19.97855684;-44.17337562;710A
3375479;Rua Piedade, 424;-19.97697165;-44.17426970;710A
3375480;Rua Piedade, 540;-19.97695222;-44.17407350;710A
3375482;Rua Cinco, 51;-19.97536568;-44.17590595;710A
3375483;Avenida Menezes Ferreira, 290;-19.95490455;-44.23083297;315A
3375484;Avenida Rio Madeira, 102;-19.95841167;-44.13757297;160B
3375485;Avenida Rio Madeira, 107;-19.95843872;-44.13746261;160A,260A,260B,61
3375486;Avenida Rio Madeira, 220;-19.95957371;-44.13774535;160B,61
3375493;Avenida Mapuera, 152;-19.95840668;-44.14261371;261
3375494;Rua Aurora Maria da Concei‡Æo, 735;-19.95929354;-44.14363259;261
3375495;Rua Aurora Maria da Concei‡Æo, 742;-19.95921763;-44.14367132;261
3375496;Rua Rio Tef‚, 98;-19.96088343;-44.14395503;261
3375497;Rua Rio Tef‚, 93;-19.96074494;-44.14393357;261
3375499;Rua Rita Zeferina de Freitas, 64b;-19.96205201;-44.14244933;261
3375500;Rua Rita Zeferina de Freitas, 64b;-19.96199291;-44.14240405;261
3375501;Rua Rita Zeferina de Freitas, 447a;-19.96243634;-44.13889010;261
3375502;Rua Rita Zeferina de Freitas, 447a;-19.96249668;-44.13885529;260A,260B,261
3375503;Estrada Contorno Da Petrobras, 1400;-19.97476861;-44.10112762;160A
3375504;Avenida D, 341;-19.96601370;-44.09755920;160B
3375505;Avenida do Contorno, 3455;-19.96307170;-44.09511070;160A
3375506;Avenida do Contorno, 3455;-19.96241249;-44.09419766;160B
3375507;Rodovia Br 381 Fernao Dias, 59;-19.95636795;-44.10510185;160A
3375508;Avenida Contorno, 99;-19.95772194;-44.11525623;260A,260B
3375509;Avenida do Contorno, 599;-19.96187995;-44.11552402;260A,260B
3375510;Avenida Engenheiro Gerhard Ett, 92;-19.96273589;-44.11693921;260A,260B
3375511;Avenida Engenheiro Gerhard Ett, 149;-19.96350473;-44.11877346;260A,260B
3375512;Avenida Engenheiro Gerhard Ett, 867;-19.96404767;-44.12127519;260A,260B
3375513;Avenida Engenheiro Gerhard Ett, 867;-19.96422422;-44.12131331;260A,260B
3375514;Avenida Engenheiro Gerhard Ett, 1100;-19.96154124;-44.12423210;260A,260B
3375515;Avenida Engenheiro Gerhard Ett, 1100;-19.96158274;-44.12442987;260A,260B
3375516;Avenida Engenheiro Gerhard Ett, 1250;-19.96005500;-44.12579000;260A,260B
3375517;Avenida Engenheiro Gerhard Ett, 1250;-19.96026356;-44.12579805;260A,260B
3375518;Avenida Engenheiro Gerhard Ett, 1550;-19.95930930;-44.12795603;260A,260B
3375519;Rua Formtap, 320;-19.95937909;-44.12883001;260A,260B
3375521;Avenida Engenheiro Gerhard Ett, 1751;-19.95930400;-44.13179367;260A,260B
3375522;Avenida Engenheiro Gerhard Ett, 1687;-19.95912030;-44.13172338;260A,260B
3375523;Rua J, 255;-19.96521548;-44.13199036;260A,260B
3375524;Rua J, 233;-19.96510977;-44.13207790;260A,260B
3375526;Rua SÆo Jos‚, 1080;-19.96650448;-44.13402130;260A,260B
3375527;Avenida do Contorno, 699;-19.96657139;-44.11614009;260A,260B
3375528;Avenida do Contorno, 700;-19.96684883;-44.11589503;260A,260B
3375529;Avenida Contorno, 58;-19.97080496;-44.11617988;260A,260B
3375536;Rua Eucl¡des de Souza, 200;-19.96888887;-44.13535495;260A,260B
3375537;Rua Eucl¡des de Souza, 358;-19.96996969;-44.13522278;260A,260B
3375538;Rua Jos‚ Mariano, 361;-19.97083467;-44.13542543;260A,260B
3375539;Rua Mucambeiro, 23;-19.97184814;-44.13604842;260A,260B
3375540;Avenida Paulo C‚sar dos Santos, 320;-19.97247621;-44.13746000;260A,260B
3375541;Avenida Paulo C‚sar dos Santos, 140;-19.97151131;-44.13916522;260A,260B
3375542;Avenida Rio Madeira, 1805a;-19.97331286;-44.14134825;261
3375543;Rua J£piter, 349;-19.97590296;-44.14103464;261
3375544;Rua Vs Oito, 335;-19.97626239;-44.13900927;261
3375545;Rua J£piter, 148;-19.97844057;-44.13893582;261
3375546;Rua Pol“nia, 330;-19.97952419;-44.13908092;261
3375547;Rua Pol“nia, 145;-19.98031913;-44.14044966;261
3375548;Rua Pol“nia, 507;-19.98108947;-44.14203532;261
3375549;Rua Graciliano Ramos, 35;-19.98159300;-44.14515919;261,61
3375550;Rua A, 70;-19.98357024;-44.14590894;261
3375551;Rua Arlinda Maria, 174;-19.98422578;-44.14584936;261
3375552;Rua Porangaba, 485;-19.98240542;-44.15054092;261
3375553;Rua Jaboticabal, 87;-19.98585951;-44.15257001;261,61
3375554;Rua Ca‡apava, 237;-19.98664033;-44.15415050;261,61
3375555;Rua Ca‡apava, 213;-19.98637915;-44.15384387;261,61
3375556;Rua dos Ipˆs, 4633;-19.98932284;-44.15523625;261,61
3375557;Rua Itapetininga, 241;-19.98956231;-44.15385580;261,61
3375558;Rua das Rosas, 4633;-19.99032914;-44.15507988;261,61
3375560;Rua Um, 191;-20.00407435;-44.11871717;160B
3375561;Avenida C, 432;-20.00547251;-44.12151413;160A
3375562;Rua Arg‚lia, 1399;-19.99925729;-44.11433265;160A
3375563;Rua Arg‚lia, 1349;-19.99880772;-44.11389437;160B
3375564;Rua Israel, 107;-19.99719951;-44.11440180;160B
3375565;Rua Israel, 60;-19.99730726;-44.11425498;160A
3375566;Rua Israel, 371;-19.99641634;-44.11658512;160A
3375567;Rua Fran‡a, 24;-19.99626140;-44.11330672;160B
3375568;Rua Argentina, 865;-19.99632587;-44.11323155;160A
3375573;Avenida M‚xico, 119;-19.99356925;-44.11210974;160A
3375574;Avenida M‚xico, 429;-19.99228094;-44.11135509;160B
3375575;Rua B‚lgica, 36;-19.99039991;-44.10855095;160A
3375576;Rua B‚lgica, 49;-19.99050160;-44.10853204;160B
3375577;Rua Adutora Petrobr s, 450;-19.98993896;-44.10585503;160A
3375578;Rua Adutora Petrobr s, 450;-19.98991119;-44.10564000;160B
3375579;Rua Adutora Petrobr s, 2178;-19.98796984;-44.10246372;160A
3375580;Rua Cinco, 107;-19.93021774;-44.10295564;411,415
3375581;Rua Par , 520;-19.92882428;-44.10408376;415
3375582;Rua JoÆo Ribeiro, 367;-19.93406371;-44.12236027;410,45
3375588;Rua Öris, 47;-19.93965420;-44.12576119;415
3375589;Rua Santo Agostinho, 377;-19.93895545;-44.12777357;415
3375596;Rua SÆo Judas Tadeu, 61;-19.93772221;-44.13115259;415
3375600;Rua SÆo Judas Tadeu, 422;-19.93738537;-44.13357890;415
3375601;Rua Pomp‚u, 196;-19.93602652;-44.13456721;415
3375602;Rua Pomp‚u, 240;-19.93604209;-44.13495135;415
3375604;Rua Paracatu, 252;-19.93442384;-44.13657376;415
3375605;Rua Paracatu, 231;-19.93443341;-44.13648720;415
3375610;Rua Patroc¡nio, 150;-19.93204496;-44.13663185;415
3375611;Rua Patroc¡nio, 150;-19.93205273;-44.13651631;415
3375612;Rua Patroc¡nio, 260;-19.93325847;-44.13794934;415
3375613;Rua Patroc¡nio, 260;-19.93331365;-44.13788456;415
3375614;Rua Patroc¡nio, 339;-19.93417253;-44.13893442;415
3375615;Rua Patroc¡nio, 557;-19.93458962;-44.13927664;415
3375616;Rua Pouso Alto, 720;-19.93528844;-44.14016553;415
3375617;Rua Patroc¡nio, 967;-19.93708676;-44.14202954;415
3375618;Rua Patroc¡nio, 967;-19.93710360;-44.14214837;415
3375623;Rua Perdäes, 142;-19.93970964;-44.13964758;313
3375624;Rua Perdäes, 154;-19.94031369;-44.14039793;313,415
3375625;Rua Perdäes, 118;-19.94041478;-44.14039434;313,415
3375626;Rua Vinte Dois, 85;-19.94049472;-44.14124769;415
3375627;Avenida Tapaj¢s, 162;-19.95177675;-44.14259006;450
3375628;Avenida Tapaj¢s, 120;-19.95223934;-44.14289251;450
3375629;Avenida Tapaj¢s, 360;-19.95066031;-44.14062053;450
3375630;Rua Honorina Fonseca Amarante, 371;-19.95041432;-44.14043721;450
3375631;Avenida Renascer, 305;-19.94335784;-44.09607447;450,450B
3375632;Avenida Renascer, 305;-19.94324221;-44.09609246;450,450B
3375633;Avenida Getsemani, 225;-19.94512356;-44.09562818;450,450B
3375634;Avenida Getsemani, 225;-19.94511591;-44.09571702;450,450B
3375635;Avenida Getsemani, 13;-19.94568136;-44.09609384;450,450B
3375636;Rua Nova Jerusal‚m, 444;-19.94739851;-44.09563524;450,450B
3375637;Rua Nova Jerusal‚m, 444;-19.94744221;-44.09553103;450,450B
3375639;Avenida Getsemani, 310;-19.94756418;-44.09672541;450,450B
3375640;Avenida Getsemani, 310;-19.94757625;-44.09687054;450,450B
3375641;Rua dos Novatos, 51;-19.93700889;-44.09735673;450,450B
3375643;Rua Santo Ant“nio, 58;-19.93699378;-44.09638287;450,450B
